0,71.701
0.75,72.676
1.75,72.551
2.75,72.442
3.75,72.127
4.75,72.53
5.75,72.064
6.75,70.06
7.75,67.989
8.75,70.636
9.75,70.513
10.75,71.502
11.75,73.029
12.75,76.476
13.75,78.425
14.75,90.058
15.75,99.83
16.75,111.351
17.75,121.032
18.75,130.764
19.75,138.438
20.75,143.821
21.75,150.624
22.75,152.819
23.75,154.134
24.75,156.752
25.75,160.303
26.75,161.714
27.75,163.458
28.75,168.682
29.75,176.299
30.75,187.865
31.75,192.91
32.75,193.03
33.75,191.922
34.75,192.185
35.75,194.737
36.75,201.093
37.75,207.417
38.75,210.612
39.75,215.51
40.75,218.774
41.75,223.05
42.75,229.946
43.75,234.908
44.75,244.976
45.75,267.125
46.75,288.389
47.75,318.688
48.75,337.211
49.75,334.522
50.75,324.279
51.75,333.295
52.75,332.517
53.75,317.25
54.75,316.949
55.75,318.191
56.75,320.664
57.75,323.65
58.75,330.245
59.75,332.055
60.75,332.622
61.75,341.643
62.75,343.304
63.75,347.995
64.75,354.033
65.75,353.878
66.75,338.88
67.75,319.042
68.75,314.912
69.75,307.865
70.75,298.95
71.75,293.364
72.75,292.53
73.75,307.213
74.75,323.231
75.75,329.334
76.75,337.579
77.75,355.728
78.75,372.897
79.75,372.749
80.75,370.124
81.75,381.849
82.75,384.243
83.75,380.004
84.75,376.967
85.75,384.661
86.75,400.098
87.75,411.632
88.75,428.112
89.75,430.827
90.75,434.881
91.75,473.567
92.75,503.316
93.75,509.811
94.75,520.856
95.75,530.092
96.75,548.616
97.75,565.708
98.75,589.428
99.75,603.452
100.75,613.022
101.75,618.701
102.75,624.658
103.75,628.419
104.75,632.79
105.75,643.094
106.75,648.71
107.75,647.358
108.75,668.685
109.75,689.345
110.75,705.999
111.75,710.779
112.75,718.792
113.75,748.697
114.75,733.598
115.75,716.212
116.75,714.954
117.75,718.834
118.75,726.258
119.75,736.633
120.75,748.251
121.75,757.27
122.75,765.638
123.75,766.879
124.75,765.222
125.75,765.46
126.75,764.855
127.75,763.14
128.75,760.412
129.75,753.698
130.75,739.918
131.75,726.678
132.75,707.364
133.75,686.974
134.75,673.673
135.75,663.481
136.75,652.273
137.75,647.805
138.75,647.318
139.75,647.538
140.75,648.335
141.75,651.414
142.75,656.223
143.75,662.445
144.75,668.508
145.75,676.29
146.75,683.032
147.75,695.064
148.75,712.547
149.75,738.262
150.75,741.564
151.75,738.664
152.75,746.012
153.75,753.808
154.75,763.216
155.75,775.778
156.75,785.529
157.75,795.138
158.75,799.71
159.75,806.098
160.75,812.744
161.75,819.53
162.75,825.275
163.75,831.476
164.75,836.114
165.75,841.959
166.75,849.403
167.75,855.234
168.75,862.18
169.75,871.1
170.75,886.101
171.75,918.287
172.75,963.677
173.75,974.754
174.75,980.577
175.75,986.872
176.75,989.684
177.75,994.852
178.75,996.966
179.75,996.768
180.75,1003.5
181.75,998.969
182.75,1000.97
183.75,1004.57
184.75,999.591
185.75,993.492
186.75,987.485
187.75,977.694
188.75,967.861
189.75,959.255
190.75,953.487
191.75,948.276
192.75,947.594
193.75,950.464
194.75,947.87
195.75,942.474
196.75,934.173
197.75,928.777
198.75,920.773
199.75,913.829
200.75,906.935
201.75,902.503
202.75,897.489
203.75,889.919
204.75,886.087
205.75,882.971
206.75,880.302
207.75,877.199
208.75,875.493
209.75,876.489
210.75,877.827
211.75,875.635
212.75,872.616
213.75,871.636
214.75,872.379
215.75,858.927
216.75,883.042
217.75,878.895
218.75,876.967
219.75,878.284
220.75,877.146
221.75,872.561
222.75,867.961
223.75,863.719
224.75,859.833
225.75,853.678
226.75,846.21
227.75,839.147
228.75,834.226
229.75,827.749
230.75,820.254
231.75,813.125
232.75,807.519
233.75,802.941
234.75,796.684
235.75,790.835
236.75,784.189
237.75,774.22
238.75,748.426
239.75,733.956
240.75,721.686
241.75,707.448
242.75,689.086
243.75,672.876
244.75,657.983
245.75,643.162
246.75,640.232
247.75,635.42
248.75,629.047
249.75,621.97
250.75,610.761
251.75,601.52
252.75,592.934
253.75,582.149
254.75,572.389
255.75,561.919
256.75,547.402
257.75,533.549
258.75,519.133
259.75,495.723
260.75,476.285
261.75,460.36
262.75,448.967
263.75,443.62
264.75,438.051
265.75,430.043
266.75,416.805
267.75,405.122
268.75,394.44
269.75,385.808
270.75,377.619
271.75,367.139
272.75,349.557
273.75,326.691
274.75,317.4
275.75,305.843
276.75,291.482
277.75,273.193
278.75,264.886
279.75,258.233
280.75,249.646
281.75,248.133
282.75,248.433
283.75,247.121
284.75,242.83
285.75,240.578
286.75,239.801
287.75,242.449
288.75,248.374
289.75,251.579
290.75,252.848
