0,0.222
0.75,0.218
1.75,0.216
2.75,0.211
3.75,0.211
4.75,0.22
5.75,0.24
6.75,0.265
7.75,0.268
8.75,0.28
9.75,0.284
10.75,0.29
11.75,0.32
12.75,0.389
13.75,0.575
14.75,0.876
15.75,1.006
16.75,1.295
17.75,1.433
18.75,1.701
19.75,1.989
20.75,2.083
21.75,2.345
22.75,2.349
23.75,2.298
24.75,2.344
25.75,2.404
26.75,2.378
27.75,2.392
28.75,2.518
29.75,2.779
30.75,3.104
31.75,2.957
32.75,2.688
33.75,2.542
34.75,2.507
35.75,2.608
36.75,2.942
37.75,3.235
38.75,3.371
39.75,3.598
40.75,3.712
41.75,3.948
42.75,4.321
43.75,4.597
44.75,4.934
45.75,5.578
46.75,6.396
47.75,7.093
48.75,7.611
49.75,7.704
50.75,7.618
51.75,8.026
52.75,8.368
53.75,8.145
54.75,8.129
55.75,8.161
56.75,8.26
57.75,8.429
58.75,8.791
59.75,9.048
60.75,9.066
61.75,9.261
62.75,9.243
63.75,9.233
64.75,9.301
65.75,9.294
66.75,8.414
67.75,6.734
68.75,5.684
69.75,4.985
70.75,4.503
71.75,4.144
72.75,4.1
73.75,4.711
74.75,5.457
75.75,6.075
76.75,6.47
77.75,7.198
78.75,8.212
79.75,8.639
80.75,8.922
81.75,9.341
82.75,9.606
83.75,9.785
84.75,10.063
85.75,10.424
86.75,10.787
87.75,11.046
88.75,11.621
89.75,12.058
90.75,12.274
91.75,13.087
92.75,13.999
93.75,14.676
94.75,15.419
95.75,15.831
96.75,16.489
97.75,17.328
98.75,18.524
99.75,19.022
100.75,19.376
101.75,19.592
102.75,19.822
103.75,20.012
104.75,20.177
105.75,20.591
106.75,20.849
107.75,20.913
108.75,21.582
109.75,22.237
110.75,22.718
111.75,22.922
112.75,23.283
113.75,24.453
114.75,24.149
115.75,23.637
116.75,23.647
117.75,23.79
118.75,24.044
119.75,24.359
120.75,24.652
121.75,24.976
122.75,25.176
123.75,25.21
124.75,25.177
125.75,25.315
126.75,25.338
127.75,25.417
128.75,25.435
129.75,25.341
130.75,24.923
131.75,24.458
132.75,23.904
133.75,23.228
134.75,22.768
135.75,22.48
136.75,22.14
137.75,22.036
138.75,22.1
139.75,22.194
140.75,22.267
141.75,22.424
142.75,22.711
143.75,23.043
144.75,23.341
145.75,23.585
146.75,23.9
147.75,24.349
148.75,24.997
149.75,25.902
150.75,26.179
151.75,26.205
152.75,26.496
153.75,26.82
154.75,27.248
155.75,27.694
156.75,28.121
157.75,28.448
158.75,28.69
159.75,28.881
160.75,29.084
161.75,29.234
162.75,29.479
163.75,29.695
164.75,29.878
165.75,30.042
166.75,30.262
167.75,30.501
168.75,30.634
169.75,30.752
170.75,30.948
171.75,31.576
172.75,32.809
173.75,33.126
174.75,33.215
175.75,33.254
176.75,33.42
177.75,33.665
178.75,33.764
179.75,33.717
180.75,33.631
181.75,33.442
182.75,33.451
183.75,33.528
184.75,33.436
185.75,33.257
186.75,33.003
187.75,32.839
188.75,32.67
189.75,32.527
190.75,32.263
191.75,32.114
192.75,32.034
193.75,32.047
194.75,31.908
195.75,31.691
196.75,31.446
197.75,31.23
198.75,30.984
199.75,30.764
200.75,30.541
201.75,30.298
202.75,30.074
203.75,29.877
204.75,29.742
205.75,29.589
206.75,29.446
207.75,29.357
208.75,29.283
209.75,29.29
210.75,29.281
211.75,29.216
212.75,29.138
213.75,29.035
214.75,28.979
215.75,28.952
216.75,29.12
217.75,28.886
218.75,28.78
219.75,28.641
220.75,28.551
221.75,28.392
222.75,28.17
223.75,27.93
224.75,27.66
225.75,27.37
226.75,27.041
227.75,26.72
228.75,26.39
229.75,26.087
230.75,25.797
231.75,25.521
232.75,25.197
233.75,24.899
234.75,24.548
235.75,24.169
236.75,23.79
237.75,23.314
238.75,22.368
239.75,21.746
240.75,21.268
241.75,20.642
242.75,20.074
243.75,19.464
244.75,18.822
245.75,18.137
246.75,17.702
247.75,17.171
248.75,16.667
249.75,16.3
250.75,15.851
251.75,15.45
252.75,15.033
253.75,14.617
254.75,14.178
255.75,13.741
256.75,13.264
257.75,12.85
258.75,12.354
259.75,11.648
260.75,11.027
261.75,10.502
262.75,10.115
263.75,9.858
264.75,9.575
265.75,9.193
266.75,8.68
267.75,8.146
268.75,7.63
269.75,7.207
270.75,6.846
271.75,6.372
272.75,5.634
273.75,4.764
274.75,4.378
275.75,3.921
276.75,3.353
277.75,2.558
278.75,2.232
279.75,1.959
280.75,1.607
281.75,1.597
282.75,1.663
283.75,1.559
284.75,1.386
285.75,1.284
286.75,1.227
287.75,1.292
288.75,1.446
289.75,1.512
290.75,1.491
